NewRollNo,Class,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11,Question12,Question13,Question14,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22,Question23,Question24,Question25,Question26,Question27,Question28,Question29,Question30,Question31,Question32,Question33,Question34,Question35,Question36,Question37,Question38,Question39,Question40,Question41,Question42,Question43,Question44,Question45,Question46,Question47,Question48,Question49,Question50,Question51,Question52,Question53,Question54,Question55,Question56,Question57,Question58,Question59,Question60,Question61,Question62,Question63,Question64,Question65,Question66,Question67,Question68,Question69,Question70,Question71,Question72,Question73,Question74,Question75,Question76,Question77,Question78,Question79,Question80,Question81,Question82,Question83,Question84,Question85,Question86,Question87,Question88,Question89,Question90
5488,9,C,C,E,B,A,C,D,B,E,A,B,C,B,C,B,A,D,B,B,A,C,B,B,B,C,D,E,B,E,A,E,A,B,E,E,,E,A,B,E,D,A,C,B,A,C,D,C,B,D,D,B,B,C,B,A,E,C,A,D,,C,,,D,C,D,A,A,B,B,A,A,E,C,B,D,C,B,E,D,A,C,A,D,C,A,B,D,A
5490,9,E,C,A,C,E,B,D,C,C,E,E,E,B,D,C,A,D,B,D,C,B,D,B,B,C,D,E,A,D,B,E,B,C,E,D,B,C,A,E,C,C,B,C,E,A,A,D,B,D,B,A,C,E,C,C,C,A,D,A,A,D,D,C,B,A,D,E,B,A,B,B,D,C,D,A,C,E,D,B,E,E,B,A,D,E,B,E,D,B,A
5491,9,E,,,,C,,D,C,D,"A,B",B,C,B,,D,A,D,,,C,,,,B,B,A,A,,,,,B,D,B,,,,,D,D,A,C,,,C,A,B,D,C,D,B,B,B,C,B,A,D,A,B,A,,,,,E,B,C,A,D,B,,B,C,A,B,D,"A,B",A,D,,D,,,,,A,E,C,C,A
5493,9,C,D,E,C,D,C,D,C,C,E,,,B,C,B,A,D,,A,,,,B,B,C,D,A,,B,,,A,,,,,B,,D,,,C,,,,C,,A,C,,D,,,D,A,D,E,C,,,,,,,E,D,,A,,,,B,C,,C,,,,,,,B,,,,,,,,
5494,9,E,"C,D",A,C,D,C,A,C,B,E,,,B,A,D,A,D,B,B,,,,B,B,C,D,A,"B,D",,,D,B,,A,,,B,D,,"D,E",,C,,,,C,"B,D",,C,B,"D,E",B,A,C,A,A,B,"B,C",,C,,,,D,A,"B,D",C,C,E,B,D,D,C,A,"B,C",D,A,A,"A,B,D,E",D,,B,C,,B,D,,A,C,B
5495,9,C,C,A,B,D,B,A,C,B,A,C,D,B,A,B,A,E,D,A,B,D,B,B,B,C,A,A,B,D,A,A,C,,,,A,B,C,A,C,A,C,B,A,A,C,D,C,,B,D,D,A,C,B,,B,B,A,A,D,C,D,C,A,D,C,A,A,B,B,A,C,D,C,A,,D,D,A,D,C,A,A,B,E,E,A,B,C
5497,9,E,C,A,C,E,B,D,C,C,E,E,E,B,D,C,A,D,B,D,C,B,D,B,B,C,B,A,B,C,D,E,C,A,E,D,B,C,A,E,C,C,A,C,E,A,A,D,B,D,B,A,C,E,C,C,C,A,D,A,A,E,D,C,B,A,D,E,D,B,B,B,D,C,D,A,C,C,E,D,B,E,E,A,A,B,C,E,D,B,A
5498,9,E,C,A,C,D,C,A,B,D,A,B,C,B,C,D,A,D,C,B,A,A,C,B,B,C,D,A,E,B,B,E,A,D,B,A,C,B,D,D,D,C,C,C,E,E,C,A,A,B,D,A,C,C,C,A,D,B,B,A,A,D,D,A,A,A,B,C,B,A,B,B,B,C,,C,B,A,A,A,E,D,C,A,D,B,D,D,B,C,D
5499,9,E,C,A,C,E,E,C,C,C,E,E,E,B,C,C,A,E,B,B,E,E,E,B,B,B,A,A,,,A,E,C,B,E,C,E,E,E,A,B,E,E,E,B,A,C,D,B,E,C,E,A,,C,C,D,A,C,E,B,D,,,,A,D,C,E,D,B,,D,B,D,B,E,,,,E,,,A,A,B,C,,,C,
5500,9,D,C,A,C,A,B,C,C,"B,C",E,B,C,B,C,B,E,D,B,A,C,B,E,C,"B,C",A,C,D,E,B,B,A,C,D,E,D,E,B,C,A,C,B,E,A,A,B,A,B,D,C,D,E,B,B,B,D,D,A,B,A,B,A,C,A,A,E,B,A,C,D,B,B,C,A,B,D,A,D,A,,C,B,D,B,A,A,A,E,C,C,A
5501,9,D,C,A,C,A,B,D,B,E,A,B,D,B,C,A,D,C,D,B,,C,,D,A,B,D,B,C,D,A,C,B,D,A,C,D,A,B,D,A,C,D,B,A,D,A,B,D,"A,C",D,A,A,B,C,D,E,B,C,A,D,B,A,C,D,A,"A,E",C,B,A,A,B,D,C,E,A,D,B,C,B,D,A,C,B,D,C,A,E,D,B,C
5502,9,B,B,D,C,B,,A,C,E,B,D,C,B,C,D,A,D,A,B,D,C,A,D,B,C,D,B,D,A,C,E,B,D,C,E,B,D,A,C,B,B,D,A,D,A,D,B,D,"A,B",D,B,C,D,E,A,E,A,A,A,D,B,A,C,D,A,A,C,B,A,A,B,E,C,B,D,C,B,C,B,D,A,C,B,D,C,A,E,D,B,B
5503,9,C,E,B,C,D,,A,E,D,A,B,C,B,C,B,A,D,A,A,,,,B,B,A,,,A,"D,E",A,,,C,A,,,A,,B,B,B,,,,,C,B,C,,B,E,A,A,B,A,B,A,A,A,,A,C,C,B,A,C,E,A,,B,C,B,C,D,C,,,C,,B,D,,"A,C",B,,B,,,D,
5504,9,,,A,C,E,E,A,,,,,,B,C,D,E,E,D,B,,,,B,B,B,,,,,,,,,B,,,,,,E,,C,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,D,,C,D,C,,,,,,,,,,,,,,,
5507,9,,E,A,"A,E",D,B,A,A,D,C,B,B,A,D,D,E,E,A,B,E,E,E,E,B,A,D,D,C,B,A,E,E,A,E,C,E,E,D,D,C,E,A,E,B,B,A,D,B,A,C,A,A,B,B,A,,B,D,,B,,,B,A,,C,B,A,A,A,B,B,B,D,C,E,A,C,A,A,C,A,D,C,D,"D,E",B,C,D,C
5510,9,C,C,A,C,D,B,D,C,C,B,B,C,B,C,B,A,C,C,B,A,C,A,B,B,C,D,B,B,C,A,B,C,B,D,C,C,A,A,B,B,C,D,B,A,C,C,D,C,B,D,C,B,C,C,D,B,B,D,A,A,D,C,E,C,A,B,C,C,D,B,D,B,C,A,C,B,A,E,C,D,C,E,A,D,B,B,D,E,C,B
5512,9,C,A,A,C,D,B,A,C,B,A,E,E,A,D,B,A,D,D,B,B,B,B,B,B,C,D,A,D,,D,D,D,B,,C,D,B,C,,A,,B,C,D,A,A,E,B,C,B,B,B,D,B,E,B,C,A,E,B,C,,B,D,,B,E,A,B,B,C,B,C,D,D,B,E,C,D,A,D,B,D,A,E,C,B,D,A,E
5513,9,C,C,A,C,"A,D",B,C,C,D,B,A,C,B,A,D,A,D,D,B,B,B,B,B,B,C,D,A,D,A,D,D,D,B,,C,C,D,B,C,A,,B,C,D,A,C,E,B,C,B,B,B,"D,E",B,E,B,D,A,E,C,C,,B,,A,B,E,A,,B,C,B,C,D,D,B,E,C,D,A,D,B,D,A,E,C,B,D,A,E
5514,9,,C,A,C,D,,,C,C,E,E,C,B,A,"B,D",A,"C,E",C,,,,,B,B,A,,D,B,"A,B",B,D,D,D,C,,C,E,,B,A,B,C,D,D,A,C,E,C,D,B,,A,A,C,,,,A,,D,,,,,B,B,E,A,A,,C,D,C,,B,,,,,B,,,,,B,,,,A,
5515,9,,C,A,C,D,D,A,B,,A,,,B,C,B,A,D,A,B,C,D,D,B,B,C,D,A,,B,,,D,C,,,,,,,,,,,,,A,,A,C,C,,B,,,,,B,,,C,,,,,A,B,A,B,E,B,B,B,C,D,B,,,,,,,,,,,,,,,
5517,9,B,C,A,C,E,C,B,C,D,E,E,C,B,E,B,A,D,D,B,D,C,B,B,B,B,A,C,B,D,A,D,B,C,A,D,C,B,E,E,E,C,B,A,C,A,A,C,B,C,B,C,D,C,B,E,D,D,A,B,D,A,C,B,A,E,B,E,E,B,A,B,D,C,A,C,E,C,D,B,C,A,D,B,C,B,A,D,B,E,B
5520,9,,C,A,C,D,A,C,C,D,B,A,C,B,A,,A,D,D,"B,D",B,B,B,B,B,C,D,A,D,B,D,,,,,,,,,,,,,"C,E",,,A,,B,B,B,,,,,E,,,,,,,,,,,B,,A,C,B,"B,D",B,C,D,D,,,,,,,,,,,,,,,
5521,9,E,C,B,C,C,B,,B,A,D,E,E,B,A,B,A,,B,C,,,,B,B,A,D,B,,,,,,,,,,,,A,,E,,,,,C,,B,C,B,,,,,B,,D,,,C,,,,,A,,E,A,,B,D,B,C,D,D,,,,,,,,,,,,,,,
5522,9,B,A,A,C,D,B,A,B,E,D,E,E,A,D,B,A,D,B,C,B,B,B,B,B,A,D,B,A,B,D,D,D,C,,C,D,D,D,D,A,B,C,D,D,A,A,E,B,C,B,B,B,A,C,B,B,D,B,C,C,D,B,A,C,A,B,E,"A,E",D,A,D,B,C,D,D,C,B,C,D,A,D,B,D,A,E,C,B,D,A,E
5523,9,,C,A,C,D,D,A,B,B,B,,,B,,B,A,D,A,B,,D,D,B,A,B,C,A,B,B,A,D,D,,,,,,,,,,,,,,A,,A,C,C,,B,,,,,B,B,,C,,,,,A,B,A,B,E,B,B,D,C,D,B,,,,,,,,,C,,,,,,
5525,9,E,,A,C,D,B,E,C,B,A,B,C,B,C,D,A,D,A,D,,,,B,B,C,D,A,,C,,,D,D,,,,C,,C,B,,,A,,A,C,,A,C,B,B,C,,,A,D,A,A,B,A,D,,,E,E,D,C,B,A,B,D,B,C,C,D,C,E,E,,E,C,C,A,A,B,,,D,C,C
5529,9,E,C,E,B,D,B,A,C,,A,,C,B,C,B,A,D,B,A,,,,B,B,C,D,A,,B,,E,A,,,,,B,,,,,D,A,,C,,,A,A,D,B,C,A,C,,,E,,,A,D,,A,A,A,B,,B,A,B,E,,C,C,D,,,,,B,A,A,,,B,,,,B,C
5530,9,C,C,A,C,A,B,C,D,C,A,B,C,B,D,,,,B,B,C,D,B,B,B,A,D,C,B,E,D,C,E,D,C,B,A,D,C,,,,,,A,B,A,C,B,B,B,B,A,D,A,D,C,D,A,E,,E,C,A,D,A,A,"B,E",A,A,D,E,D,C,C,B,A,B,,D,A,E,A,B,D,E,,B,E,A,E
5531,9,C,C,B,"C,D",D,"B,C",C,B,D,A,B,D,C,B,B,A,A,A,B,C,D,B,B,B,A,D,A,B,B,B,E,D,"A,B",B,B,A,E,A,C,B,E,A,D,A,D,A,B,B,C,C,B,B,D,E,A,C,D,A,C,D,C,A,A,C,E,B,C,A,C,D,C,D,D,C,B,D,B,C,C,D,E,E,B,D,C,D,C,D,A,E
5532,9,C,C,B,A,A,B,D,C,C,B,A,A,B,C,C,B,D,D,B,C,B,D,D,B,E,D,A,B,C,A,D,A,C,B,C,A,C,B,C,A,C,C,E,C,B,A,B,A,E,C,B,B,C,D,"A,E",B,B,C,"C,D",D,C,D,B,E,A,C,D,B,D,B,D,C,B,"C,E",E,D,B,C,C,B,D,B,E,A,A,A,D,B,B,C
5533,9,D,B,C,C,A,C,C,B,D,C,C,B,D,C,C,D,B,B,B,D,B,B,C,C,C,E,A,C,B,B,D,C,D,D,D,A,C,C,D,C,D,C,B,D,D,D,C,D,A,C,B,E,D,B,D,C,B,D,B,C,C,C,B,D,C,B,C,A,B,B,C,B,C,E,C,C,D,D,B,D,C,B,D,E,D,D,D,C,B,E
5534,9,E,B,A,C,D,,C,C,C,A,B,B,B,C,B,A,D,B,A,B,D,C,B,B,A,D,A,D,E,A,E,A,B,A,C,A,E,C,D,E,E,E,E,A,A,E,B,B,A,A,C,A,A,E,C,A,C,B,B,E,B,C,D,E,C,A,A,A,E,E,D,C,A,C,A,E,B,B,E,B,A,"B,C",A,A,C,B,E,C,D,A
5538,9,E,C,A,C,D,B,"C,E","A,C","C,D",E,A,D,C,C,C,A,D,A,C,B,C,C,B,C,B,A,C,B,D,C,A,B,D,B,C,B,A,B,C,B,D,C,B,D,C,B,B,D,B,D,A,B,D,B,C,A,D,B,D,B,D,D,B,D,A,C,B,D,B,B,D,B,C,A,C,B,D,C,B,B,C,B,C,A,D,B,C,D,B,D
5539,9,A,E,C,B,A,C,D,B,,A,,,A,C,D,E,,B,,B,D,D,B,A,C,,"B,D",B,C,A,E,C,A,B,A,D,C,E,B,"A,C",D,B,,C,,C,B,"C,E",E,A,C,B,B,D,B,C,A,E,D,D,"B,E",C,A,B,D,C,E,A,C,A,D,C,C,D,"B,E",E,D,B,A,B,D,C,E,B,A,C,B,D,B,D
5542,9,E,A,D,C,A,,D,C,A,A,C,D,,,D,,,B,,,,,B,,,A,,C,,A,D,,D,C,,,A,,,B,,,A,A,,D,C,A,,,D,,B,C,C,,E,B,,,A,,,,D,,,A,E,B,C,B,,A,,D,,,,B,,,D,,B,,B,D,E,B
5543,9,,C,A,C,A,,,C,B,A,B,C,,A,D,A,D,A,B,,,,B,B,C,,,,,,,,,,,,,,A,,,C,C,,,C,,,B,D,,C,,,C,,,,,,D,,,,A,,C,B,,B,,B,C,D,C,,,,,B,,,,,E,,,,C,
5544,9,,C,A,C,C,,,C,,E,E,D,,,,,,,C,,,,B,B,A,,,,,,E,,,A,,,,,,,,,,,,C,,B,C,E,,C,,,B,A,A,E,,,A,,,B,B,,C,A,,A,C,D,E,,C,,,,,,C,,,,E,D,,,,
5545,9,E,C,A,C,A,D,A,B,C,A,B,C,B,A,B,A,D,B,D,B,C,C,B,B,C,D,A,A,B,C,E,C,D,C,A,,E,D,D,D,C,C,A,C,A,C,B,"A,C",C,D,C,B,C,D,B,C,A,D,B,"A,C",D,C,D,B,A,C,B,B,C,C,C,B,A,D,B,D,B,D,C,B,C,"B,C",C,B,A,C,B,D,A,C
5546,9,D,E,A,C,A,B,B,C,C,A,B,C,B,A,B,A,B,D,D,C,D,B,D,B,C,D,A,E,B,C,E,C,D,C,B,D,C,E,C,B,E,C,A,B,A,E,D,B,A,B,C,D,C,B,C,D,,C,C,A,D,B,D,A,C,D,A,B,D,E,B,C,B,C,C,A,B,C,D,B,D,B,C,A,E,C,E,B,C,E
5547,9,E,E,A,A,C,C,C,C,A,A,E,C,E,A,D,A,D,C,C,E,B,C,C,B,C,C,E,D,B,B,A,C,A,B,A,A,E,D,E,B,B,B,A,C,D,A,B,D,"A,C",C,D,B,E,A,C,C,A,A,E,B,C,D,B,A,A,B,E,A,E,E,E,C,A,B,B,D,D,A,C,C,E,B,A,D,C,D,C,D,D,D
5548,9,"C,E",C,A,C,D,C,A,B,C,E,A,E,A,E,B,A,D,C,B,A,C,B,B,B,C,D,A,B,,,B,E,,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,9,C,B,D,B,E,D,B,C,E,D,D,D,B,A,B,D,A,B,B,B,D,A,C,C,A,D,B,D,B,C,C,D,E,B,D,B,,D,A,,B,C,C,D,A,C,B,C,E,D,B,C,D,B,D,"B,D",C,A,D,D,B,A,D,B,C,C,C,A,E,B,D,A,C,B,D,B,B,E,D,B,,,A,,D,D,A,C,"C,E",B
5550,9,E,B,A,D,A,,,C,D,D,D,A,B,E,B,,,A,C,,,,B,B,A,C,B,D,C,E,D,B,B,C,D,A,B,D,B,C,E,D,B,D,A,C,C,A,E,B,C,D,B,C,B,A,B,A,C,D,B,A,D,E,D,B,A,B,D,B,,E,,B,D,A,C,E,,,B,,,C,,A,,D,,A
5551,9,,,A,B,A,"A,E",A,,C,A,,,B,C,D,E,D,A,C,,,,B,A,C,C,A,B,C,C,E,A,,,E,E,B,,E,D,E,C,B,,D,C,E,B,C,,B,A,B,B,C,D,C,A,A,B,,A,,D,,,E,D,C,,,,A,A,B,,,,,,,,,,,,,,,
5552,9,,C,A,B,D,D,C,B,D,D,C,D,C,C,B,A,D,D,B,B,E,C,B,B,A,A,D,B,B,A,D,C,D,C,D,D,B,A,D,D,B,C,C,A,A,C,B,C,C,A,A,E,B,B,B,C,A,B,A,A,E,B,D,D,A,B,C,D,D,A,C,D,C,D,A,D,D,C,E,B,D,D,A,E,B,A,C,B,B,D
5555,9,E,C,A,C,A,E,A,A,B,E,D,E,B,C,B,A,E,B,B,,,,B,B,C,A,A,D,,A,E,A,,,E,,B,,A,,,C,,A,A,C,B,A,B,D,D,C,D,D,B,E,A,D,,A,D,A,,,D,B,E,B,E,B,B,B,B,A,B,,,E,,,D,,,,,,,,C,
5560,9,A,D,A,B,C,A,B,C,A,D,C,D,A,A,A,D,A,A,D,B,D,B,C,A,C,B,D,A,C,B,D,A,C,B,A,D,D,B,A,C,B,C,A,D,C,B,A,C,B,D,C,A,C,B,D,A,C,B,A,C,A,B,D,E,B,A,C,C,B,A,C,A,D,B,A,C,A,C,D,B,C,A,B,E,B,C,D,A,B,D
5561,9,C,B,A,B,A,C,B,C,D,"B,C",A,E,B,D,B,A,C,B,A,C,A,E,B,A,C,D,C,A,B,A,B,C,A,B,B,C,C,B,A,A,B,C,C,A,A,B,A,C,A,C,A,"A,B",A,A,A,B,B,A,B,B,"A,B",A,B,A,A,A,A,A,A,A,C,"B,C",B,E,A,A,A,A,A,A,A,B,A,A,D,D,A,A,A,A
5562,9,,C,A,C,A,,,B,,A,,,B,,B,A,D,D,B,,,,B,A,C,D,A,,,A,,,,,,,B,,,,,,,,,C,,C,B,B,,A,,,A,D,E,,D,D,,,,,A,B,C,A,,,D,B,C,E,C,,,,,,D,,A,,B,,,D,C,
5568,9,E,C,A,C,D,C,A,B,,E,A,C,B,C,B,A,E,C,B,,,,B,B,A,A,A,,B,,,A,,,,,,,A,,,C,C,,C,C,,A,B,D,B,D,,C,A,,D,B,,A,D,,,,A,D,A,B,A,,D,B,C,A,B,B,,E,,D,,C,A,A,B,,,,C,
5569,9,C,C,E,C,A,,C,C,A,B,C,B,D,E,B,A,C,D,B,C,E,B,A,A,D,B,A,E,B,C,A,C,E,E,C,,E,C,A,D,,D,B,B,A,A,B,C,D,D,C,A,E,C,D,D,B,A,A,A,D,C,,,A,B,C,B,A,A,E,B,D,E,C,A,B,A,C,E,D,A,C,B,D,E,B,D,E,A
5570,9,E,C,"C,E",E,D,B,,B,C,D,C,B,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,"A,B",A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,B,A,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,B,A,B,C,D,E
5571,9,,D,A,C,C,B,D,C,D,,D,,E,C,A,,E,B,B,,,,D,B,C,D,E,,,A,D,B,,D,C,,B,C,B,,,A,,C,B,C,,C,C,B,C,A,A,C,D,,B,D,,A,D,B,,,A,D,E,E,A,A,B,D,C,C,B,,A,A,,D,C,,C,E,E,D,B,D,C,D
5572,9,D,E,E,C,A,D,C,B,D,D,A,A,E,C,C,D,E,D,A,C,D,E,E,A,A,D,C,D,C,D,C,D,C,D,C,D,C,B,"C,D",D,C,C,D,C,D,C,C,C,B,B,A,D,B,C,D,A,D,B,A,B,C,C,C,D,B,B,E,A,D,B,E,D,A,E,C,C,"C,D",C,D,D,D,B,C,D,C,C,D,D,C,B
5575,9,,C,A,C,D,,,,C,,,,B,C,B,A,D,,,,,,D,B,C,,,,,,,,,,,,C,,A,,,,,,,,,,,,,A,,B,,,,,,,,,,,,,,,,B,,D,C,D,B,,,,,D,,,,,B,,,,,
5577,9,A,E,A,C,D,E,D,D,E,A,E,D,E,C,D,A,D,D,B,C,E,C,B,E,E,C,B,A,E,A,E,B,C,E,E,A,E,C,A,E,E,C,E,D,E,A,B,B,C,E,B,A,B,D,A,C,D,E,B,E,A,A,A,A,C,B,A,D,E,B,C,B,B,D,B,B,E,C,A,C,E,B,C,C,B,C,B,E,D,B
5578,9,B,E,A,C,B,A,C,D,B,A,C,D,E,A,B,A,E,A,B,D,B,C,B,B,C,C,A,D,C,B,C,D,C,E,C,D,A,B,B,D,,D,A,C,C,C,C,D,E,B,D,C,C,E,A,D,A,B,D,D,B,C,E,C,D,B,D,A,B,D,D,C,C,A,B,D,B,B,A,B,C,E,A,C,D,B,A,C,D,B
5581,9,,E,A,B,D,,,,,E,D,,B,,B,A,D,A,C,,,,,B,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,,,,A,,,A,,,,,,,D,B,,,,B,E,,,,,,,,,B,,,,,E,,,,E,
5582,9,E,,A,C,A,,A,B,B,A,,C,A,C,D,A,D,B,C,,,,B,B,C,,A,,D,,A,A,,D,C,A,E,,C,B,D,D,,C,A,C,,C,A,D,A,A,A,C,D,D,A,E,A,A,A,D,,C,B,B,C,B,A,B,B,D,C,D,B,,,E,,A,D,A,A,D,B,A,E,D,C,
5583,9,D,C,A,C,D,C,D,B,D,E,A,,A,A,D,A,D,D,C,C,C,,B,B,D,A,A,,C,D,A,,,B,,C,C,,C,D,,A,,B,,C,A,C,A,D,,A,A,C,E,B,B,B,,,D,E,,,B,B,C,B,A,A,B,D,C,D,B,B,E,E,,D,A,E,A,E,E,B,C,B,B,
5584,9,E,D,,C,A,,A,B,,D,,,,,,,,A,C,,,,B,A,A,,,,,,,,,,,,B,,,C,B,D,D,C,A,C,A,B,A,B,B,C,D,D,A,E,,A,,,,,,C,B,B,C,B,A,A,B,D,C,D,B,B,E,E,,D,A,E,,E,E,B,C,B,B,
5585,9,E,E,E,B,A,B,A,C,A,A,B,C,B,C,B,A,D,A,B,D,C,B,D,B,C,D,C,B,A,E,D,C,C,E,A,D,A,D,C,A,A,C,E,D,C,B,C,E,C,A,B,A,D,C,A,B,D,A,B,A,B,E,B,C,B,D,B,A,E,B,C,D,C,C,B,C,A,E,D,C,D,A,C,A,D,C,A,E,B,C
5588,9,A,E,A,C,C,E,E,C,D,E,E,E,A,E,B,E,D,A,D,D,E,B,D,B,C,C,C,E,E,E,E,A,B,B,E,E,D,E,E,E,E,E,E,C,A,B,E,B,B,B,E,D,E,B,C,E,B,D,A,D,B,A,E,D,C,B,E,A,C,A,C,B,A,C,C,B,A,A,A,C,E,C,C,A,E,E,D,A,D,E
5591,9,E,E,B,C,D,D,E,B,C,D,E,B,B,C,B,A,E,B,A,D,D,E,B,A,D,A,E,B,A,C,D,B,E,D,D,C,B,D,A,E,C,E,D,B,C,C,A,B,D,E,B,E,C,C,D,E,B,B,D,C,"A,E",D,B,C,B,D,C,B,A,B,D,A,C,D,B,C,A,A,E,C,C,B,C,E,B,C,B,D,C,D
5593,9,E,A,D,C,D,E,C,E,B,D,E,D,A,E,C,D,E,B,D,C,B,A,C,B,A,C,E,E,B,A,A,E,C,E,E,C,E,C,E,E,E,E,B,A,D,C,B,B,C,E,A,C,A,C,A,E,D,A,D,A,B,C,C,A,D,B,C,A,D,B,A,E,A,A,B,C,D,A,D,B,D,B,C,E,E,D,C,C,D,E
5597,9,E,C,A,C,A,B,C,E,C,D,C,E,C,D,A,E,E,D,C,C,D,B,C,A,A,A,C,A,E,C,B,D,C,E,B,A,D,C,D,C,A,E,D,B,D,A,D,E,A,B,C,B,B,D,A,B,E,D,A,C,B,B,C,B,A,A,A,A,B,A,C,D,B,A,A,C,D,A,E,E,C,D,C,B,E,B,A,D,C,D
5599,9,E,E,A,,,,,,,,,C,B,C,D,A,D,,,,,,B,B,,,,,,,,,,,,,,,,,,,,A,,D,,B,D,B,,C,B,E,C,D,,A,A,,A,D,,,,B,A,B,,A,B,A,D,,A,,A,,D,B,,,,,B,,,,E,
5601,9,E,B,E,C,B,B,C,C,C,D,B,D,B,C,D,A,A,D,C,B,C,B,B,B,A,D,B,C,D,A,D,D,C,A,C,A,E,C,C,D,E,E,D,B,A,C,D,B,C,D,E,B,C,A,B,C,D,A,C,E,D,E,D,D,E,B,A,B,A,A,B,A,D,A,B,D,,D,A,B,D,C,B,E,B,B,A,E,E,A
5602,9,E,C,D,C,B,,C,C,,E,C,E,B,,D,A,A,D,C,B,C,B,B,B,A,D,B,C,D,A,D,D,C,A,C,A,E,C,B,D,E,E,D,B,A,C,B,B,C,D,E,B,C,A,B,,C,A,D,A,D,E,D,E,E,B,A,B,A,A,B,A,D,A,B,D,B,C,D,B,D,C,B,E,B,B,A,E,E,A
5610,9,E,C,A,C,A,B,C,C,C,D,C,D,A,C,C,A,E,B,B,C,B,B,B,B,C,A,C,B,A,A,A,B,C,E,D,B,B,C,C,A,D,A,E,A,A,C,A,B,C,C,A,A,D,A,C,D,D,B,A,A,A,C,A,B,A,E,A,A,B,C,C,C,C,D,B,B,C,A,B,C,C,B,C,B,E,C,A,B,C,C
5613,9,,E,,C,D,,D,,C,,,,A,C,D,E,D,D,B,,,,B,A,A,D,,,,C,,D,,,D,E,B,,E,,E,E,,,D,A,B,B,E,,,A,C,B,,D,B,,A,,E,C,,,A,D,E,,,A,B,B,B,C,C,,B,,,A,,A,,A,A,,,,D,E
5614,9,E,D,D,B,D,E,A,C,A,D,E,A,B,C,B,D,E,A,C,B,D,C,C,B,B,D,D,C,B,A,D,C,C,B,B,D,D,C,B,C,A,D,D,A,B,C,E,C,B,D,C,E,A,D,C,C,B,B,D,B,C,D,B,B,C,A,B,A,D,B,A,D,C,B,C,C,C,A,B,B,E,B,D,A,B,C,B,D,A,B
5616,9,E,D,B,B,D,A,A,C,D,A,B,C,B,A,D,A,D,D,B,B,E,E,B,A,B,D,C,A,B,D,D,C,A,B,D,B,C,E,A,E,D,B,C,B,C,A,B,C,C,B,A,D,A,E,C,B,C,D,C,A,C,B,D,A,A,B,C,C,E,B,B,D,C,D,B,E,D,B,A,E,A,C,A,D,B,C,A,C,E,D
5617,9,E,E,A,B,B,B,B,C,C,E,B,A,B,C,B,E,E,B,C,B,B,B,B,B,D,B,C,B,B,B,B,B,B,B,E,B,C,B,B,B,E,B,B,B,A,A,B,B,C,B,B,B,B,B,A,A,A,A,B,B,B,C,C,C,D,C,B,A,A,B,B,D,D,D,B,B,D,D,B,B,B,B,B,D,B,C,C,C,C,E
5618,9,C,A,B,B,B,E,A,B,C,D,D,D,A,C,B,A,D,A,B,E,D,A,C,B,B,A,D,C,E,A,D,E,D,D,C,B,A,D,A,D,A,B,C,B,D,A,A,D,C,A,C,E,B,A,A,B,C,A,D,E,A,B,C,D,E,B,C,A,D,A,B,C,D,E,D,D,C,B,A,B,D,B,A,D,C,B,B,C,B,A
5619,9,A,C,D,C,D,D,B,B,A,B,C,B,A,A,E,A,A,C,D,C,B,D,E,E,B,E,D,B,C,A,E,D,D,D,C,A,E,D,B,E,B,A,D,E,C,B,C,B,D,D,C,B,D,C,D,C,A,B,D,C,D,A,D,C,B,C,D,C,E,A,C,D,C,B,A,E,E,C,A,E,C,B,D,A,C,B,D,B,E,A
5620,9,A,C,E,B,B,C,A,C,C,A,D,C,B,A,D,A,D,A,C,A,B,D,D,A,C,D,C,D,A,C,A,C,E,C,A,B,D,C,A,,C,A,B,C,A,B,A,C,B,D,B,C,A,C,E,C,A,B,C,B,C,D,A,C,D,C,A,A,C,E,A,C,A,D,B,C,B,D,E,B,C,A,C,A,E,B,C,A,C,D
5622,9,,C,D,C,D,E,C,C,C,E,E,E,C,C,C,C,C,C,"B,C",C,C,C,C,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,B,A,B,C,D,E,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,D,D,D,A,A,B,B,C,C,D,D,E,E,E,D,D,C,C,B,B,A,A,B,B
5623,9,C,D,B,C,A,B,B,C,B,C,B,A,B,C,B,"A,E",E,A,A,B,C,B,B,B,D,C,C,D,A,A,C,A,C,B,C,A,D,A,A,D,E,B,C,C,E,A,B,B,A,D,D,B,D,A,A,D,C,A,E,B,B,C,D,C,D,C,B,A,C,A,D,C,E,D,B,B,C,B,B,B,E,C,C,E,D,D,C,A,A,B
